Lines,Lon,VehicleNumber,Time,Lat,Brigade,Zespol,Slupek
146,21.20457,1411,2024-01-18 12:22:46,52.159473,2,2052,04
146,21.127703,1411,2024-01-18 12:39:02,52.187927,2,2211,02
173,21.187552,1412,2024-01-18 11:47:32,52.246948,3,2277,01
173,21.125994,1412,2024-01-18 12:01:37,52.234833,3,2015,01
173,21.2175366,1415,2024-01-18 12:18:59,52.2144052,7,2440,03
173,21.2175264,1415,2024-01-18 12:19:52,52.2144102,7,2440,03
119,21.205616,1416,2024-01-18 12:38:07,52.210072,4,2034,01
119,21.20562,1416,2024-01-18 12:39:02,52.210087,4,2034,01
119,21.2056327,1416,2024-01-18 12:45:08,52.2100939,4,2034,01
146,21.109489,1417,2024-01-18 11:47:36,52.20826,5,2207,02
146,21.104435,1417,2024-01-18 11:48:36,52.212482,5,2206,02
146,21.0698,1417,2024-01-18 11:53:40,52.2217,5,2203,02
146,21.0433259,1417,2024-01-18 12:05:40,52.2460132,5,1231,02
147,21.053919,1422,2024-01-18 12:09:45,52.234524,1,2153,01
147,21.072319,1422,2024-01-18 12:15:45,52.225098,1,2143,01
147,21.223474,1424,2024-01-18 11:52:30,52.217686,4,2346,02
147,21.1756757,1424,2024-01-18 12:13:49,52.2061917,4,2028,01
147,21.158981,1424,2024-01-18 12:18:58,52.203022,4,2218,01
115,21.159655,1426,2024-01-18 12:00:41,52.25782,3,2070,06
115,21.1703112,1426,2024-01-18 12:27:00,52.2770596,3,2220,03
153,21.177177,1428,2024-01-18 11:45:33,52.256893,2,2086,02
153,21.177181,1428,2024-01-18 11:48:40,52.256882,2,2086,02
153,21.15835,1428,2024-01-18 11:59:35,52.273262,2,2094,01
153,21.177151,1428,2024-01-18 12:21:53,52.256889,2,2086,02
153,21.177155,1428,2024-01-18 12:23:00,52.256886,2,2086,02
153,21.1771627,1428,2024-01-18 12:32:59,52.2568894,2,2086,02
153,21.177158,1428,2024-01-18 12:34:01,52.256893,2,2086,02
147,21.090591,1429,2024-01-18 11:51:39,52.221577,5,2313,01
147,21.158964,1429,2024-01-18 12:05:40,52.203007,5,2218,01
147,21.243006,1429,2024-01-18 12:23:54,52.21925,5,2275,03
147,21.2430099,1429,2024-01-18 12:27:02,52.2192499,5,2275,03
147,21.2429977,1429,2024-01-18 12:28:54,52.2192537,5,2275,03
147,21.242987,1429,2024-01-18 12:30:57,52.219231,5,2275,03
147,21.242998,1429,2024-01-18 12:32:03,52.219227,5,2275,03
123,21.0557641,1508,2024-01-18 11:47:27,52.2385331,07,2138,02
240,21.078636,1519,2024-01-18 12:07:31,52.322474,2,1202,01
146,21.052456,1520,2024-01-18 12:07:42,52.250286,4,2120,01
115,21.16104,1529,2024-01-18 12:21:46,52.25888,2,2083,01
115,21.1749167,1529,2024-01-18 12:33:59,52.2501017,2,2322,02
115,21.157168,1530,2024-01-18 11:54:36,52.257404,1,2070,04
115,21.156571,1530,2024-01-18 12:14:38,52.238639,1,2064,05
118,21.0153967,1532,2024-01-18 12:00:24,52.2195,4,7006,09
218,21.0241933,1534,2024-01-18 11:47:35,52.179745,5,3009,16
218,21.0241933,1534,2024-01-18 11:48:39,52.179745,5,3009,16
218,21.0247617,1535,2024-01-18 11:55:43,52.1907533,4,3007,02
218,21.0247717,1535,2024-01-18 11:56:30,52.1907517,4,3007,02
218,21.0247717,1535,2024-01-18 11:58:36,52.1907517,4,3007,02
218,21.0247717,1535,2024-01-18 11:59:23,52.1907517,4,3007,02
218,21.0247717,1535,2024-01-18 12:00:27,52.1907517,4,3007,02
218,21.0247717,1535,2024-01-18 12:01:30,52.1907517,4,3007,02
218,21.0247717,1535,2024-01-18 12:04:38,52.1907517,4,3007,02
218,21.0247717,1535,2024-01-18 12:05:41,52.1907517,4,3007,02
218,21.0247717,1535,2024-01-18 12:06:28,52.1907517,4,3007,02
218,21.0247717,1535,2024-01-18 12:07:32,52.1907517,4,3007,02
218,21.0247717,1535,2024-01-18 12:08:33,52.1907517,4,3007,02
122,20.9815117,1539,2024-01-18 11:47:23,52.2745217,5,6077,01
173,21.1991233,1543,2024-01-18 11:52:26,52.247725,8,2278,02
173,21.2320733,1544,2024-01-18 12:26:54,52.2501267,10,2283,01
338,21.027165,1545,2024-01-18 12:30:42,52.259929,02,1005,18
338,21.027171,1545,2024-01-18 12:32:02,52.259938,02,1005,18
338,21.027171,1545,2024-01-18 12:32:42,52.259938,02,1005,18
338,21.027178,1545,2024-01-18 12:34:02,52.259929,02,1005,18
338,21.027178,1545,2024-01-18 12:34:42,52.259929,02,1005,18
338,21.027165,1545,2024-01-18 12:36:02,52.259933,02,1005,18
338,21.027165,1545,2024-01-18 12:36:42,52.259933,02,1005,18
123,21.08416,1546,2024-01-18 11:48:34,52.2526317,2,2121,02
123,21.0871367,1546,2024-01-18 11:53:36,52.2449917,2,2008,22
123,21.0571183,1546,2024-01-18 12:45:09,52.2372617,2,2138,01
170,21.0834633,1555,2024-01-18 12:06:33,52.2749483,2,1481,01
170,21.021838,1555,2024-01-18 12:38:59,52.262573,2,1006,09
166,21.0297041,1807,2024-01-18 12:18:56,52.2614486,2,1005,07
166,21.0412033,1808,2024-01-18 12:14:54,52.1693868,7,3098,03
122,20.9288256,1809,2024-01-18 11:50:32,52.2641313,7,5062,01
122,20.945656,1809,2024-01-18 11:56:32,52.2651676,7,6155,01
122,20.945569,1809,2024-01-18 12:41:56,52.266015,7,6155,03
170,21.0937296,1812,2024-01-18 12:15:52,52.2709685,3,1051,01
170,21.0833706,1812,2024-01-18 12:27:02,52.2721066,3,1689,01
303,20.9864165,1816,2024-01-18 11:51:34,52.2693618,2,6003,18
303,20.9126101,1818,2024-01-18 12:08:41,52.3100923,1,6062,02
702,21.1260115,1830,2024-01-18 12:24:58,52.2348338,2,2015,01
156,21.0597205,1833,2024-01-18 12:15:47,52.2693501,2,1055,04
156,21.0219193,1833,2024-01-18 12:38:06,52.2866373,2,1157,02
126,20.9527586,1844,2024-01-18 12:07:41,52.317248,2,1277,09
126,20.968386,1844,2024-01-18 12:28:51,52.319472,2,1219,01
197,20.9506935,1846,2024-01-18 11:47:35,52.2714241,6,6087,02
722,21.088145,1851,2024-01-18 12:24:59,52.2446395,61,2008,14
173,21.0743766,1859,2024-01-18 11:45:30,52.2505711,1,2116,02
117,21.034936,1869,2024-01-18 12:11:46,52.234773,5,7003,02
222,21.023186,1901,2024-01-18 12:39:02,52.202217,4,3004,01
222,21.010769,1904,2024-01-18 11:49:36,52.19257,1,3233,02
222,20.995419,1904,2024-01-18 12:08:39,52.191418,1,3256,01
222,21.024473,1904,2024-01-18 12:19:54,52.195221,1,3006,02
222,21.02289,1904,2024-01-18 12:25:02,52.206123,1,3003,02
222,21.021984,1911,2024-01-18 12:11:51,52.214409,3,3001,03
106,20.965124,1912,2024-01-18 11:55:39,52.240154,5,5112,01
106,21.0279232,1912,2024-01-18 12:23:02,52.2386181,5,7062,02
106,20.965061,1913,2024-01-18 11:58:37,52.240875,1,5112,02
106,20.965122,1913,2024-01-18 12:25:02,52.240147,1,5112,01
106,20.987061,1913,2024-01-18 12:34:02,52.234024,1,5193,01
222,21.016352,1914,2024-01-18 12:09:48,52.222847,6,7011,08
106,21.01923,1916,2024-01-18 12:25:58,52.237244,4,7043,04
189,20.896448,2005,2024-01-18 12:10:43,52.23518,8,5049,01
189,21.053751,2007,2024-01-18 12:30:55,52.180328,5,3093,01
522,21.0152627,2009,2024-01-18 12:36:07,52.2187589,1,7006,05
189,20.986912,2010,2024-01-18 12:11:49,52.181709,14,3254,02
189,20.9962474,2012,2024-01-18 12:14:57,52.1885299,025,R-07,99
709,21.019499,2013,2024-01-18 12:09:46,52.172302,3,3011,01
514,21.0880124,2014,2024-01-18 12:37:00,52.2362007,4,2101,01
504,20.995554,2016,2024-01-18 12:32:58,52.179459,2,3251,03
525,21.19661,2017,2024-01-18 11:47:35,52.208302,1,2032,01
525,21.1966306,2017,2024-01-18 11:48:43,52.2082976,1,2032,01
525,21.1966242,2017,2024-01-18 11:49:37,52.2082929,1,2032,01
L50,21.2343995,20172,2024-01-18 12:40:08,52.1366265,1,2353,03
L50,21.2344018,20174,2024-01-18 12:09:46,52.1366055,2,2353,03
L50,21.2343761,20174,2024-01-18 12:13:48,52.1366273,2,2353,03
174,20.9998219,2025,2024-01-18 11:59:36,52.2312244,5,7088,10
174,21.002085,2025,2024-01-18 12:05:41,52.227005,5,7002,05
136,21.026901,2033,2024-01-18 11:51:39,52.163548,1,3298,01
504,20.988153,2034,2024-01-18 11:45:33,52.215557,9,4029,01
189,21.025373,2037,2024-01-18 12:32:03,52.173473,1,3279,02
174,21.004366,2039,2024-01-18 12:00:28,52.17121,3,3266,01
136,20.9962511,2046,2024-01-18 12:32:59,52.1885339,013,R-07,99
317,21.084362,2205,2024-01-18 12:07:40,52.167957,3,3044,06
317,21.084366,2205,2024-01-18 12:09:48,52.167961,3,3044,06
317,21.08436,2205,2024-01-18 12:11:50,52.16795,3,3044,06
177,20.9148202,2217,2024-01-18 12:14:56,52.2310639,3,5059,01
177,20.8932166,2217,2024-01-18 12:25:56,52.2090752,3,4224,05
177,20.867544,2217,2024-01-18 12:37:01,52.194717,3,4343,01
177,20.8686417,2217,2024-01-18 12:39:03,52.1923045,3,4342,54
171,21.043383,2221,2024-01-18 11:50:17,52.222851,452,7076,06
171,21.043383,2221,2024-01-18 11:51:38,52.222851,452,7076,06
171,21.043376,2221,2024-01-18 11:52:18,52.222861,452,7076,06
171,21.043376,2221,2024-01-18 11:53:39,52.222861,452,7076,06
171,21.043375,2221,2024-01-18 11:54:19,52.222866,452,7076,06
171,21.043375,2221,2024-01-18 11:55:40,52.222866,452,7076,06
171,21.043369,2221,2024-01-18 11:56:20,52.222871,452,7076,06
171,21.043368,2221,2024-01-18 11:58:21,52.222873,452,7076,06
171,21.043368,2221,2024-01-18 11:59:22,52.222873,452,7076,06
171,21.043366,2221,2024-01-18 12:00:22,52.222876,452,7076,06
171,21.043366,2221,2024-01-18 12:01:23,52.222876,452,7076,06
171,21.043371,2221,2024-01-18 12:04:25,52.222863,452,7076,06
171,21.043371,2221,2024-01-18 12:05:25,52.222863,452,7076,06
171,21.043371,2221,2024-01-18 12:06:26,52.222851,452,7076,06
171,21.043371,2221,2024-01-18 12:07:26,52.222851,452,7076,06
719,20.841967,2224,2024-01-18 12:25:59,52.250717,4,6115,01
716,20.895304,2225,2024-01-18 11:49:35,52.216576,61,5192,02
716,20.878778,2225,2024-01-18 11:59:36,52.197708,61,4218,02
716,20.844736,2225,2024-01-18 12:28:56,52.186676,61,4230,01
401,21.047846,2230,2024-01-18 12:05:41,52.162468,3,3100,01
517,21.043293,2231,2024-01-18 12:45:09,52.2229876,3,7076,07
184,20.9673569,2233,2024-01-18 11:58:40,52.2128442,3,4154,03
184,20.9607212,2233,2024-01-18 12:25:58,52.2171864,3,4045,06
172,20.978653,2236,2024-01-18 12:34:59,52.200268,2,4112,02
172,20.989405,2236,2024-01-18 12:40:08,52.19733,2,3326,01
401,20.895477,2240,2024-01-18 11:52:35,52.193459,7,4123,02
177,20.868639,2241,2024-01-18 12:25:00,52.192303,2,4342,54
177,20.868601,2241,2024-01-18 12:25:56,52.192299,2,4342,54
177,20.86862,2241,2024-01-18 12:32:54,52.192295,2,4342,54
177,20.868629,2241,2024-01-18 12:34:56,52.192295,2,4342,54
187,20.9763766,2244,2024-01-18 12:00:42,52.2180364,12,4116,02
187,20.92695,2244,2024-01-18 12:13:50,52.196198,12,4049,04
517,21.0433136,2247,2024-01-18 12:00:42,52.2229739,10,7076,07
517,21.0433252,2247,2024-01-18 12:09:47,52.2229972,10,7076,07
517,21.0433064,2247,2024-01-18 12:10:44,52.2230014,10,7076,07
517,21.0433261,2247,2024-01-18 12:14:57,52.2229884,10,7076,07
517,21.0433231,2247,2024-01-18 12:15:52,52.2229764,10,7076,07
172,20.979265,2249,2024-01-18 12:28:56,52.201862,5,4112,01
172,20.9755661,2249,2024-01-18 12:34:59,52.2115696,5,4005,06
172,20.9695384,2249,2024-01-18 12:37:01,52.2149647,5,4154,04
172,20.9603622,2249,2024-01-18 12:45:08,52.2112537,5,4082,01
517,20.983362,2250,2024-01-18 12:07:43,52.219181,8,4003,02
517,20.9427361,2250,2024-01-18 12:17:53,52.2057869,8,4047,02
517,20.907101,2250,2024-01-18 12:28:55,52.192585,8,4094,04
177,20.894312,2255,2024-01-18 11:48:42,52.210033,4,4224,06
177,20.897554,2255,2024-01-18 11:52:35,52.221409,4,5045,02
177,20.896851,2255,2024-01-18 12:41:56,52.226871,4,5047,01
188,20.9881394,2258,2024-01-18 12:32:03,52.2155582,6,4029,01
L20,21.4116741,25183,2024-01-18 11:54:38,52.1345145,1,2339,01
L20,21.263026,25183,2024-01-18 12:34:03,52.1077783,1,2358,01
L22,21.2791085,25184,2024-01-18 12:15:54,52.1164093,2,2820,01
L22,21.2925418,25185,2024-01-18 11:51:36,52.1740005,1,2325,71
L22,21.292514,25185,2024-01-18 11:55:42,52.1740166,1,2325,71
L22,21.2925293,25185,2024-01-18 12:08:39,52.1739998,1,2325,71
L22,21.2925096,25185,2024-01-18 12:13:52,52.1740216,1,2325,71
L22,21.2925451,25185,2024-01-18 12:14:58,52.1740096,1,2325,71
L22,21.2925271,25185,2024-01-18 12:17:53,52.1740264,1,2325,71
L22,21.2925198,25185,2024-01-18 12:25:03,52.1740123,1,2325,71
L20,21.3240878,25186,2024-01-18 11:49:35,52.1120233,2,2812,01
L51,21.256347,25188,2024-01-18 11:45:30,52.080705,1,2360,01
L51,21.244608,25188,2024-01-18 11:48:40,52.07767,1,2863,01
L51,21.2391543,25188,2024-01-18 11:51:40,52.0875803,1,2865,01
L51,21.2628856,25188,2024-01-18 12:28:53,52.1080318,1,2358,02
L51,21.2629106,25188,2024-01-18 12:32:03,52.1080338,1,2358,02
L51,21.2629143,25188,2024-01-18 12:32:59,52.1080481,1,2358,02
190,21.0526321,3402,2024-01-18 11:49:33,52.2626016,8,1301,01
162,21.0850366,3413,2024-01-18 12:21:52,52.193335,3,3079,03
Z26,20.9301685,3414,2024-01-18 12:25:00,52.2248481,2,5011,07
Z26,20.9301581,3414,2024-01-18 12:25:55,52.224846,2,5011,07
132,21.06036,3420,2024-01-18 11:47:35,52.3151,2,1359,02
245,21.1310816,3423,2024-01-18 12:41:58,52.2805899,2,1474,03
511,20.927976,3425,2024-01-18 11:54:30,52.291299,3,6059,18
511,20.927976,3425,2024-01-18 11:55:30,52.291299,3,6059,18
245,21.13105,3427,2024-01-18 12:23:01,52.2805869,1,1474,03
731,21.0007551,3430,2024-01-18 12:36:04,52.291312,499,1013,11
731,21.000774,3430,2024-01-18 12:36:59,52.2913273,499,1013,11
520,21.002111,3434,2024-01-18 11:58:41,52.243103,5,7016,01
520,21.002127,3434,2024-01-18 12:07:41,52.243095,5,7016,01
140,21.0527808,3442,2024-01-18 12:34:01,52.2766688,3,1140,09
738,21.0880643,3444,2024-01-18 11:55:43,52.3026013,1,1235,01
738,21.0678076,3444,2024-01-18 12:25:00,52.2775245,1,1057,02
738,21.089489,3444,2024-01-18 12:32:03,52.3039331,1,1235,02
731,20.93926,3445,2024-01-18 11:45:28,52.4212846,477,1379,03
509,20.94059,3448,2024-01-18 11:54:37,52.3268841,2,1298,01
509,20.983943,3448,2024-01-18 12:06:37,52.3072493,2,1017,01
738,21.1768615,3451,2024-01-18 11:53:42,52.4107296,2,1724,01
738,21.1133833,3451,2024-01-18 12:11:47,52.3333446,2,1239,01
190,21.0852255,3452,2024-01-18 12:07:42,52.3050218,2,1234,02
245,21.0417318,3458,2024-01-18 12:07:45,52.3004481,3,1152,03
731,20.9463616,3460,2024-01-18 12:38:07,52.3628976,480,1514,02
145,21.0882003,3464,2024-01-18 11:45:15,52.2447383,2,2008,16
145,21.0881626,3464,2024-01-18 11:50:30,52.2447295,2,2008,16
L-5,21.029467,35132,2024-01-18 12:22:58,52.0748125,1,3701,71
L-5,21.0294821,35132,2024-01-18 12:36:07,52.0748046,1,3701,71
L12,20.9232536,35137,2024-01-18 11:55:41,52.0359696,683,3827,01
L12,20.9899711,35137,2024-01-18 12:32:04,52.0493348,683,3172,02
L-5,20.973597,35140,2024-01-18 11:59:34,52.0581271,2,3838,01
L13,20.9968888,35156,2024-01-18 12:36:57,52.0395868,685,3750,05
L13,21.023183,35158,2024-01-18 11:48:43,52.0727745,2,3384,02
L13,21.022917,35158,2024-01-18 11:50:30,52.0749668,2,3320,02
L13,21.0293233,35158,2024-01-18 11:53:40,52.0754135,2,3701,01
L13,21.0293311,35158,2024-01-18 11:54:36,52.0754048,2,3701,01
L13,21.0293293,35158,2024-01-18 11:55:43,52.0754098,2,3701,01
L19,21.0264063,35160,2024-01-18 11:47:33,52.075512,691,3431,02
178,20.943218,4200,2024-01-18 12:25:56,52.205776,8,4047,01
197,20.931486,4203,2024-01-18 12:10:44,52.254467,1,5151,01
255,20.956093,4204,2024-01-18 12:14:58,52.228035,1,5043,02
255,20.931015,4204,2024-01-18 12:45:05,52.225288,1,5011,10
154,20.9534569,4206,2024-01-18 12:21:55,52.1853067,2,4012,02
178,20.915625,4211,2024-01-18 12:25:59,52.205265,4,4214,01
178,20.895828,4211,2024-01-18 12:36:07,52.18565,4,4284,04
178,20.895828,4211,2024-01-18 12:37:01,52.18565,4,4284,04
178,20.895828,4211,2024-01-18 12:38:07,52.18565,4,4284,04
178,20.895828,4211,2024-01-18 12:39:02,52.18565,4,4284,04
197,20.942892,4214,2024-01-18 12:39:03,52.246326,7,5072,03
197,20.944683,4217,2024-01-18 11:56:39,52.242962,4,5101,01
122,20.924047,4218,2024-01-18 12:04:40,52.252617,481,5107,01
122,20.928804,4218,2024-01-18 12:10:42,52.264118,481,5062,01
122,20.934841,4218,2024-01-18 12:13:52,52.271149,481,6047,03
122,20.943008,4218,2024-01-18 12:14:57,52.26915,481,6132,01
714,20.795593,4219,2024-01-18 11:48:40,52.264713,1,6152,02
154,20.973133,4220,2024-01-18 11:49:36,52.193249,1,4304,01
154,20.980972,4220,2024-01-18 11:51:38,52.190708,1,4035,01
154,20.972902,4220,2024-01-18 12:19:54,52.193382,1,4304,02
714,20.91152,4221,2024-01-18 11:54:37,52.239185,2,5034,02
714,20.7967269,4221,2024-01-18 12:19:00,52.2680629,2,6208,02
714,20.895075,4223,2024-01-18 12:30:57,52.2398104,3,5050,04
122,20.914783,4225,2024-01-18 11:45:34,52.231079,3,5059,01
122,20.901012,4225,2024-01-18 12:15:50,52.239155,3,5050,53
129,20.882677,4229,2024-01-18 12:11:47,52.195374,3,4217,21
129,20.924871,4229,2024-01-18 12:28:53,52.208118,3,4103,02
178,20.93471,4232,2024-01-18 12:37:00,52.20166,7,4048,04
122,20.943035,4233,2024-01-18 12:32:56,52.269142,2,6132,01
729,20.729338,4234,2024-01-18 12:13:48,52.283573,1,6176,01
207,20.870514,4236,2024-01-18 11:45:34,52.183308,4,4130,02
207,20.896179,4236,2024-01-18 12:17:51,52.200886,4,4216,02
207,20.874229,4236,2024-01-18 12:40:09,52.201626,4,4128,01
207,20.899559,4240,2024-01-18 11:52:33,52.190041,1,4258,04
207,20.870537,4240,2024-01-18 12:04:44,52.183311,1,4130,02
207,20.870523,4240,2024-01-18 12:05:40,52.183327,1,4130,02
207,20.8705359,4240,2024-01-18 12:06:37,52.1833112,1,4130,02
207,20.906038,4240,2024-01-18 12:23:02,52.188965,1,4283,03
207,20.907108,4240,2024-01-18 12:25:03,52.192562,1,4094,04
207,20.886557,4240,2024-01-18 12:30:58,52.195278,1,4217,04
207,20.893023,4240,2024-01-18 12:40:05,52.200363,1,4216,03
129,20.924852,4242,2024-01-18 11:56:38,52.208115,2,4103,02
178,20.982466,4245,2024-01-18 11:50:31,52.230186,6,5040,02
207,20.897692,4246,2024-01-18 12:45:06,52.184505,2,4131,04
255,20.9310134,4248,2024-01-18 12:23:56,52.2253071,3,5011,10
147,21.0527415,4301,2024-01-18 12:00:41,52.2503863,2,2120,02
183,21.1324967,4302,2024-01-18 12:21:56,52.2389674,6,2058,02
147,21.1129674,4303,2024-01-18 12:01:37,52.2052259,3,2208,02
173,21.2571776,4306,2024-01-18 11:47:36,52.2380472,4,2852,01
173,21.0528119,4306,2024-01-18 12:39:03,52.2503325,4,2120,05
173,21.0527739,4306,2024-01-18 12:40:09,52.2503226,4,2120,05
183,21.1431947,4308,2024-01-18 12:09:48,52.2477972,5,2068,02
183,21.1917481,4308,2024-01-18 12:23:57,52.2387679,5,2379,01
183,21.1917411,4308,2024-01-18 12:25:59,52.238763,5,2379,01
183,21.1917442,4308,2024-01-18 12:30:58,52.2387745,5,2379,01
183,21.1585739,4308,2024-01-18 12:42:01,52.2553689,5,2449,01
173,21.1431289,4313,2024-01-18 11:56:40,52.2372835,9,2061,02
173,21.2175552,4313,2024-01-18 12:36:06,52.2144115,9,2440,03
173,21.2175402,4313,2024-01-18 12:37:01,52.2144041,9,2440,03
173,21.2175447,4313,2024-01-18 12:38:07,52.2144164,9,2440,03
153,21.1622532,4316,2024-01-18 11:54:38,52.2745972,3,2095,01
153,21.1596414,4316,2024-01-18 12:21:54,52.2578239,3,2070,06
153,21.1508782,4316,2024-01-18 12:42:01,52.2698775,3,2092,01
117,21.0899664,4317,2024-01-18 12:14:58,52.2222471,1,2313,03
